Year,NOC,Sport,Bronze,Silver,Gold,Total Medals,Participants,Male Participants,Female Participants,Weighted Total
1908,USA,Aquatics,12,2,14,28,10,10,0,114
1908,USA,Archery,4,0,0,4,1,1,0,8
1908,USA,Athletics,35,61,103,199,83,83,0,871
1908,USA,Cycling,0,0,0,0,2,2,0,0
1908,USA,Jeu de Paume,0,0,2,2,2,2,0,12
1908,USA,Shooting,6,12,30,48,17,17,0,228
1908,USA,Skating,0,0,0,0,1,1,0,0
1908,USA,Tug of War,2,3,3,8,8,8,0,31
1908,USA,Wrestling,2,1,10,13,6,6,0,67
1912,ANZ,Aquatics,8,4,5,17,9,7,2,58
1912,ANZ,Athletics,0,2,0,2,5,5,0,6
1912,ANZ,Rowing,0,0,1,1,10,10,0,6
1912,ANZ,Tennis,1,0,0,1,1,1,0,2
1912,AUT,Aquatics,6,0,1,7,16,10,6,18
1912,AUT,Athletics,0,0,0,0,12,12,0,0
1912,AUT,Cycling,0,0,0,0,6,6,0,0
1912,AUT,Fencing,2,8,0,10,12,12,0,28
1912,AUT,Football,0,0,0,0,15,15,0,0
1912,AUT,Modern Pentathlon,0,0,0,0,1,1,0,0
1912,AUT,Rowing,0,0,0,0,6,6,0,0
1912,AUT,Shooting,0,0,0,0,7,7,0,0
1912,AUT,Tennis,0,2,0,2,3,3,0,6
1912,AUT,Wrestling,0,0,0,0,8,8,0,0
1912,BEL,Aquatics,13,11,0,24,11,10,1,59
1912,BEL,Art Competitions (not a current category),0,0,0,0,1,1,0,0
1912,BEL,Athletics,0,0,0,0,2,2,0,0
1912,BEL,Cycling,0,0,0,0,1,1,0,0
1912,BEL,Equestrian,4,0,0,4,4,4,0,8
1912,BEL,Fencing,15,1,10,26,11,11,0,93
1912,BEL,Rowing,0,2,0,2,6,6,0,6
1912,BEL,Wrestling,0,0,0,0,1,1,0,0
1912,BOH,Art Competitions (not a current category),0,0,0,0,1,1,0,0
1912,BOH,Athletics,0,2,0,2,11,11,0,6
1912,BOH,Cycling,0,0,0,0,5,5,0,0
1912,BOH,Fencing,5,0,0,5,13,13,0,10
1912,BOH,Gymnastics,0,0,0,0,1,1,0,0
1912,BOH,Rowing,0,0,0,0,1,1,0,0
1912,BOH,Tennis,2,0,0,2,8,8,0,4
1912,BOH,Wrestling,0,0,0,0,4,4,0,0
1912,CAN,Aquatics,0,0,3,3,3,3,0,18
1912,CAN,Art Competitions (not a current category),0,0,0,0,1,1,0,0
1912,CAN,Athletics,5,3,1,9,18,18,0,25
1912,CAN,Cycling,0,0,0,0,2,2,0,0
1912,CAN,Rowing,7,2,0,9,10,10,0,20
1912,CAN,Shooting,0,0,0,0,3,3,0,0
1912,CHI,Athletics,0,0,0,0,6,6,0,0
1912,CHI,Cycling,0,0,0,0,4,4,0,0
1912,CHI,Equestrian,0,0,0,0,2,2,0,0
1912,CHI,Shooting,0,0,0,0,2,2,0,0
1912,DEN,Aquatics,0,0,0,0,1,1,0,0
1912,DEN,Athletics,0,0,0,0,14,14,0,0
1912,DEN,Cycling,0,0,0,0,7,7,0,0
1912,DEN,Equestrian,0,0,0,0,4,4,0,0
1912,DEN,Fencing,0,3,0,3,6,6,0,9
1912,DEN,Football,0,25,2,27,15,15,0,87
1912,DEN,Gymnastics,21,38,1,60,48,48,0,162
1912,DEN,Modern Pentathlon,0,0,0,0,4,4,0,0
1912,DEN,Rowing,6,0,5,11,15,15,0,42
1912,DEN,Sailing,0,3,0,3,3,3,0,9
1912,DEN,Shooting,16,17,5,38,14,14,0,113
1912,DEN,Tennis,0,1,0,1,10,9,1,3
1912,DEN,Wrestling,3,1,2,6,9,9,0,21
1912,FIN,Aquatics,0,0,0,0,12,10,2,0
1912,FIN,Athletics,12,12,17,41,23,23,0,162
1912,FIN,Cycling,0,0,0,0,5,5,0,0
1912,FIN,Football,1,0,0,1,13,13,0,2
1912,FIN,Gymnastics,3,20,0,23,24,24,0,66
1912,FIN,Rowing,0,0,0,0,6,6,0,0
1912,FIN,Sailing,13,7,0,20,27,27,0,47
1912,FIN,Shooting,7,0,0,7,19,19,0,14
1912,FIN,Wrestling,2,3,3,8,37,37,0,31
1912,FRA,Aquatics,1,0,0,1,10,10,0,2
1912,FRA,Art Competitions (not a current category),1,1,0,2,10,10,0,5
1912,FRA,Athletics,2,14,1,17,25,25,0,52
1912,FRA,Cycling,0,0,0,0,12,12,0,0
1912,FRA,Equestrian,2,12,4,18,4,4,0,64
1912,FRA,Gymnastics,1,1,0,2,6,6,0,5
1912,FRA,Modern Pentathlon,0,0,0,0,2,2,0,0
1912,FRA,Rowing,0,0,0,0,17,17,0,0
1912,FRA,Sailing,0,0,3,3,3,3,0,18
1912,FRA,Shooting,31,5,7,43,19,19,0,119
1912,FRA,Tennis,5,2,8,15,6,5,1,64
1912,FRA,Wrestling,0,0,0,0,6,6,0,0
1912,GBR,Aquatics,13,11,35,59,27,20,7,269
1912,GBR,Art Competitions (not a current category),0,0,0,0,3,3,0,0
1912,GBR,Athletics,22,5,5,32,61,61,0,89
1912,GBR,Cycling,0,14,6,20,26,26,0,78
1912,GBR,Equestrian,0,0,0,0,4,4,0,0
1912,GBR,Fencing,0,19,0,19,22,22,0,57
1912,GBR,Football,0,0,16,16,14,14,0,96
1912,GBR,Gymnastics,23,3,0,26,23,23,0,55
1912,GBR,Modern Pentathlon,0,0,0,0,3,3,0,0
1912,GBR,Rowing,0,14,12,26,24,24,0,114
1912,GBR,Shooting,23,30,23,76,38,38,0,274
1912,GBR,Tennis,6,11,13,30,11,8,3,123
1912,GBR,Tug of War,3,8,3,14,8,8,0,48
1912,GBR,Wrestling,1,0,2,3,12,12,0,14
1912,GER,Aquatics,6,18,8,32,21,17,4,114
1912,GER,Art Competitions (not a current category),0,0,1,1,2,2,0,6
1912,GER,Athletics,3,7,0,10,24,24,0,27
1912,GER,Cycling,0,0,0,0,11,11,0,0
1912,GER,Equestrian,4,7,0,11,13,13,0,29
1912,GER,Fencing,0,0,5,5,16,16,0,30
1912,GER,Football,0,0,0,0,22,22,0,0
1912,GER,Gymnastics,0,0,0,0,18,18,0,0
1912,GER,Modern Pentathlon,0,0,0,0,1,1,0,0
1912,GER,Rowing,12,0,5,17,25,25,0,54
1912,GER,Shooting,6,2,0,8,11,11,0,18
1912,GER,Tennis,3,2,3,8,7,6,1,30
1912,GER,Wrestling,0,1,0,1,14,14,0,3
1912,GRE,Aquatics,0,0,0,0,1,1,0,0
1912,GRE,Athletics,4,6,1,11,5,5,0,32
1912,GRE,Fencing,0,0,0,0,7,7,0,0
1912,GRE,Shooting,2,8,4,14,9,9,0,52
1912,GRE,Wrestling,0,0,0,0,1,1,0,0
1912,HUN,Aquatics,0,5,0,5,12,12,0,15
1912,HUN,Athletics,10,1,0,11,27,27,0,23
1912,HUN,Cycling,0,0,0,0,5,5,0,0
1912,HUN,Fencing,5,3,24,32,13,13,0,163
1912,HUN,Football,0,0,0,0,14,14,0,0
1912,HUN,Gymnastics,0,16,0,16,17,17,0,48
1912,HUN,Rowing,1,0,0,1,11,11,0,2
1912,HUN,Shooting,0,0,1,1,10,10,0,6
1912,HUN,Tennis,0,0,0,0,4,4,0,0
1912,HUN,Wrestling,1,0,0,1,10,10,0,2
1912,ISL,Athletics,0,0,0,0,1,1,0,0
1912,ISL,Wrestling,0,0,0,0,1,1,0,0
1912,ITA,Aquatics,0,0,0,0,3,3,0,0
1912,ITA,Art Competitions (not a current category),0,0,2,2,4,4,0,12
1912,ITA,Athletics,1,2,0,3,12,12,0,8
1912,ITA,Fencing,0,1,3,4,9,9,0,21
1912,ITA,Football,0,0,0,0,14,14,0,0
1912,ITA,Gymnastics,2,6,22,30,18,18,0,154
1912,ITA,Wrestling,0,0,0,0,6,6,0,0
1912,JPN,Athletics,0,0,0,0,2,2,0,0
1912,LUX,Athletics,0,0,0,0,2,2,0,0
1912,LUX,Gymnastics,0,0,0,0,19,19,0,0
1912,NED,Athletics,0,0,0,0,1,1,0,0
1912,NED,Fencing,18,3,0,21,12,12,0,45
1912,NED,Football,16,0,0,16,15,15,0,32
1912,NED,Modern Pentathlon,0,0,0,0,1,1,0,0
1912,NED,Shooting,0,0,0,0,1,1,0,0
1912,NED,Tennis,0,0,0,0,1,1,0,0
1912,NED,Wrestling,0,0,0,0,3,3,0,0
1912,NOR,Aquatics,0,0,0,0,8,7,1,0
1912,NOR,Athletics,3,2,2,7,21,21,0,24
1912,NOR,Cycling,0,0,0,0,6,6,0,0
1912,NOR,Equestrian,0,0,0,0,3,3,0,0
1912,NOR,Fencing,0,0,0,0,7,7,0,0
1912,NOR,Football,0,0,0,0,12,12,0,0
1912,NOR,Gymnastics,23,9,30,62,46,46,0,253
1912,NOR,Modern Pentathlon,0,0,0,0,2,2,0,0
1912,NOR,Rowing,10,0,0,10,24,24,0,20
1912,NOR,Sailing,0,0,15,15,18,18,0,90
1912,NOR,Shooting,3,21,20,44,28,28,0,189
1912,NOR,Tennis,2,0,0,2,7,6,1,4
1912,NOR,Wrestling,0,0,0,0,9,9,0,0
1912,POL,Art Competitions (not a current category),0,0,0,0,1,1,0,0
1912,POR,Athletics,0,0,0,0,3,3,0,0
1912,POR,Fencing,0,0,0,0,1,1,0,0
1912,POR,Wrestling,0,0,0,0,2,2,0,0
1912,RSA,Aquatics,0,0,0,0,1,1,0,0
1912,RSA,Athletics,0,1,1,2,7,7,0,9
1912,RSA,Cycling,0,0,1,1,1,1,0,6
1912,RSA,Fencing,0,0,0,0,1,1,0,0
1912,RSA,Shooting,0,0,0,0,8,8,0,0
1912,RSA,Tennis,0,2,4,6,3,3,0,30
1912,RUS,Aquatics,0,0,0,0,5,5,0,0
1912,RUS,Art Competitions (not a current category),0,0,0,0,1,1,0,0
1912,RUS,Athletics,0,0,0,0,32,32,0,0
1912,RUS,Cycling,0,0,0,0,10,10,0,0
1912,RUS,Equestrian,0,0,0,0,7,7,0,0
1912,RUS,Fencing,4,2,0,6,24,24,0,14
1912,RUS,Football,0,0,0,0,15,15,0,0
1912,RUS,Gymnastics,0,0,0,0,4,4,0,0
1912,RUS,Modern Pentathlon,0,0,0,0,5,5,0,0
1912,RUS,Rowing,1,0,0,1,1,1,0,2
1912,RUS,Sailing,7,0,0,7,17,17,0,14
1912,RUS,Shooting,1,4,2,7,26,26,0,26
1912,RUS,Tennis,0,0,0,0,2,2,0,0
1912,RUS,Wrestling,0,1,0,1,11,11,0,3
1912,SRB,Athletics,0,0,0,0,2,2,0,0
1912,SUI,Art Competitions (not a current category),0,0,2,2,6,6,0,12
1912,SUI,Athletics,0,0,1,1,1,1,0,6
1912,SWE,Aquatics,18,20,10,48,58,41,17,156
1912,SWE,Athletics,25,19,29,73,106,106,0,281
1912,SWE,Cycling,0,0,12,12,12,12,0,72
1912,SWE,Equestrian,3,3,11,17,17,17,0,81
1912,SWE,Fencing,0,1,0,1,18,18,0,3
1912,SWE,Football,0,0,0,0,14,14,0,0
1912,SWE,Gymnastics,2,0,30,32,24,24,0,184
1912,SWE,Modern Pentathlon,2,3,2,7,12,12,0,25
1912,SWE,Rowing,0,10,0,10,28,28,0,30
1912,SWE,Sailing,3,19,8,30,41,41,0,111
1912,SWE,Shooting,33,102,94,229,61,61,0,936
1912,SWE,Tennis,14,9,0,23,16,10,6,55
1912,SWE,Tug of War,1,0,10,11,8,8,0,62
1912,SWE,Wrestling,1,3,1,5,33,33,0,17
1912,TUR,Athletics,0,0,0,0,2,2,0,0
1912,UNK,Art Competitions (not a current category),0,0,0,0,2,2,0,0
1912,USA,Aquatics,8,5,9,22,9,9,0,85
1912,USA,Art Competitions (not a current category),0,0,2,2,1,1,0,12
1912,USA,Athletics,26,41,77,144,108,108,0,637
1912,USA,Cycling,11,0,0,11,9,9,0,22
1912,USA,Equestrian,10,3,0,13,4,4,0,29
1912,USA,Fencing,8,4,8,20,13,13,0,76
1912,USA,Modern Pentathlon,1,1,2,4,1,1,0,17
1912,USA,Shooting,24,20,62,106,26,26,0,480
1912,USA,Tennis,0,0,0,0,1,1,0,0
1912,USA,Wrestling,1,1,2,4,2,2,0,17
1920,ARG,Boxing,0,0,0,0,1,1,0,0
1920,AUS,Aquatics,5,9,0,14,6,5,1,37
1920,AUS,Athletics,0,2,0,2,4,4,0,6
1920,AUS,Cycling,0,0,0,0,2,2,0,0
1920,AUS,Tennis,0,0,0,0,1,1,0,0
1920,BEL,Aquatics,6,13,0,19,21,20,1,51
1920,BEL,Archery,7,47,72,126,14,14,0,587
1920,BEL,Art Competitions (not a current category),3,1,2,6,6,6,0,21
1920,BEL,Athletics,1,0,0,1,42,42,0,2
1920,BEL,Boxing,0,0,0,0,13,13,0,0
1920,BEL,Cycling,6,0,1,7,15,15,0,18
1920,BEL,Equestrian,6,4,5,15,18,18,0,54
1920,BEL,Fencing,14,12,5,31,22,22,0,94
1920,BEL,Field hockey,16,0,0,16,14,14,0,32
1920,BEL,Football,0,0,14,14,14,14,0,84
1920,BEL,Gymnastics,24,24,0,48,48,48,0,120
1920,BEL,Ice Hockey,0,0,0,0,7,7,0,0
1920,BEL,Polo,0,0,0,0,4,4,0,0
1920,BEL,Rowing,1,0,0,1,20,20,0,2
1920,BEL,Sailing,5,5,3,13,14,14,0,43
1920,BEL,Shooting,10,16,10,36,24,24,0,128
1920,BEL,Skating,0,0,0,0,2,1,1,0
1920,BEL,Tennis,2,0,0,2,16,8,8,4
1920,BEL,Tug of War,8,0,0,8,8,8,0,16
1920,BEL,Weightlifting,1,1,1,3,7,7,0,11
1920,BEL,Wrestling,0,0,0,0,12,12,0,0
1920,BRA,Aquatics,0,0,0,0,9,9,0,0
1920,BRA,Rowing,0,0,0,0,5,5,0,0
1920,BRA,Shooting,8,2,1,11,7,7,0,28
1920,CAN,Aquatics,2,1,4,7,4,4,0,31
1920,CAN,Athletics,0,3,3,6,14,14,0,27
1920,CAN,Boxing,2,2,1,5,8,8,0,16
1920,CAN,Cycling,0,0,0,0,5,5,0,0
1920,CAN,Ice Hockey,0,0,8,8,8,8,0,48
1920,CAN,Rowing,0,0,0,0,5,5,0,0
1920,CAN,Shooting,0,4,2,6,7,7,0,24
1920,CAN,Wrestling,0,0,0,0,1,1,0,0
1920,CHI,Athletics,0,0,0,0,2,2,0,0
1920,DEN,Aquatics,0,1,1,2,5,3,2,9
1920,DEN,Athletics,0,1,0,1,18,18,0,3
1920,DEN,Boxing,0,3,0,3,12,12,0,9
1920,DEN,Cycling,0,0,0,0,6,6,0,0
1920,DEN,Fencing,0,5,0,5,8,8,0,15
1920,DEN,Field hockey,1,12,0,13,12,12,0,38
1920,DEN,Football,0,4,0,4,11,11,0,12
1920,DEN,Gymnastics,2,33,22,57,44,44,0,235
1920,DEN,Modern Pentathlon,0,0,0,0,4,4,0,0
1920,DEN,Rowing,0,0,0,0,1,1,0,0
1920,DEN,Shooting,30,43,22,95,15,15,0,321
1920,DEN,Tennis,0,0,0,0,3,1,2,0
1920,DEN,Weightlifting,0,0,0,0,5,5,0,0
1920,DEN,Wrestling,1,1,0,2,10,10,0,5
1920,EGY,Athletics,0,0,0,0,2,2,0,0
1920,EGY,Fencing,0,0,0,0,1,1,0,0
1920,EGY,Football,1,0,0,1,11,11,0,2
1920,EGY,Gymnastics,0,0,0,0,2,2,0,0
1920,EGY,Weightlifting,0,0,0,0,1,1,0,0
1920,EGY,Wrestling,0,0,0,0,1,1,0,0
1920,ESP,Aquatics,0,0,0,0,10,10,0,0
1920,ESP,Athletics,0,0,0,0,14,14,0,0
1920,ESP,Football,0,18,0,18,18,18,0,54
1920,ESP,Polo,0,5,0,5,5,5,0,15
1920,ESP,Shooting,0,0,0,0,7,7,0,0
1920,ESP,Tennis,0,0,0,0,4,4,0,0
1920,EST,Athletics,0,1,0,1,7,7,0,3
1920,EST,Weightlifting,0,1,1,2,3,3,0,9
1920,EST,Wrestling,0,0,0,0,4,4,0,0
1920,FIN,Aquatics,3,0,0,3,4,4,0,6
1920,FIN,Athletics,12,14,29,55,26,26,0,240
1920,FIN,Equestrian,0,0,0,0,1,1,0,0
1920,FIN,Modern Pentathlon,0,0,0,0,2,2,0,0
1920,FIN,Shooting,55,9,0,64,9,9,0,137
1920,FIN,Skating,0,0,2,2,3,2,1,12
1920,FIN,Weightlifting,0,0,0,0,1,1,0,0
1920,FIN,Wrestling,2,5,6,13,18,18,0,55
1920,FRA,Aquatics,3,0,6,9,17,14,3,42
1920,FRA,Archery,24,33,7,64,8,8,0,189
1920,FRA,Art Competitions (not a current category),0,1,0,1,1,0,1,3
1920,FRA,Athletics,5,11,4,20,59,59,0,67
1920,FRA,Boxing,1,1,1,3,15,15,0,11
1920,FRA,Cycling,2,0,4,6,13,13,0,28
1920,FRA,Equestrian,0,5,0,5,24,24,0,15
1920,FRA,Fencing,14,24,4,42,18,18,0,124
1920,FRA,Field hockey,0,0,0,0,11,11,0,0
1920,FRA,Football,0,0,0,0,11,11,0,0
1920,FRA,Gymnastics,28,2,0,30,29,29,0,62
1920,FRA,Ice Hockey,0,0,0,0,7,7,0,0
1920,FRA,Modern Pentathlon,0,0,0,0,4,4,0,0
1920,FRA,Rowing,2,3,0,5,14,14,0,13
1920,FRA,Rugby,0,15,0,15,15,15,0,45
1920,FRA,Sailing,0,3,0,3,3,3,0,9
1920,FRA,Shooting,32,60,14,106,17,17,0,328
1920,FRA,Skating,0,0,0,0,2,1,1,0
1920,FRA,Tennis,4,3,16,23,10,7,3,113
1920,FRA,Weightlifting,1,0,2,3,10,10,0,14
1920,FRA,Wrestling,0,0,0,0,17,17,0,0
1920,GBR,Aquatics,13,12,25,50,29,21,8,212
1920,GBR,Art Competitions (not a current category),0,1,0,1,1,1,0,3
1920,GBR,Athletics,7,15,14,36,41,41,0,143
1920,GBR,Boxing,3,1,3,7,16,16,0,27
1920,GBR,Cycling,2,16,4,22,13,13,0,76
1920,GBR,Fencing,0,22,0,22,18,18,0,66
1920,GBR,Field hockey,2,1,16,19,14,14,0,103
1920,GBR,Football,0,0,2,2,11,11,0,12
1920,GBR,Gymnastics,6,0,0,6,27,27,0,12
1920,GBR,Modern Pentathlon,0,0,0,0,4,4,0,0
1920,GBR,Polo,0,1,4,5,4,4,0,27
1920,GBR,Rowing,0,10,3,13,10,10,0,48
1920,GBR,Sailing,0,0,4,4,6,5,1,24
1920,GBR,Shooting,3,7,2,12,7,7,0,39
1920,GBR,Skating,2,2,0,4,6,3,3,10
1920,GBR,Tennis,6,9,4,19,8,4,4,63
1920,GBR,Tug of War,0,4,11,15,8,8,0,78
1920,GBR,Weightlifting,0,0,0,0,2,2,0,0
1920,GBR,Wrestling,2,0,1,3,10,10,0,10
1920,GRE,Aquatics,0,0,0,0,9,9,0,0
1920,GRE,Athletics,0,2,0,2,9,9,0,6
1920,GRE,Fencing,2,0,0,2,3,3,0,4
1920,GRE,Football,0,0,0,0,11,11,0,0
1920,GRE,Shooting,0,33,6,39,9,9,0,135
1920,GRE,Tennis,0,0,0,0,1,1,0,0
1920,GRE,Weightlifting,0,0,0,0,1,1,0,0
1920,GRE,Wrestling,0,0,0,0,5,5,0,0
1920,IND,Athletics,0,0,0,0,3,3,0,0
1920,IND,Wrestling,0,0,0,0,2,2,0,0
1920,ITA,Aquatics,0,0,0,0,13,13,0,0
1920,ITA,Art Competitions (not a current category),0,1,1,2,2,2,0,9
1920,ITA,Athletics,3,0,3,6,24,24,0,24
1920,ITA,Boxing,1,0,0,1,5,5,0,2
1920,ITA,Cycling,0,0,7,7,12,12,0,42
1920,ITA,Equestrian,11,4,1,16,10,10,0,40
1920,ITA,Fencing,2,8,55,65,19,19,0,358
1920,ITA,Football,0,0,0,0,21,21,0,0
1920,ITA,Gymnastics,0,1,41,42,27,27,0,249
1920,ITA,Modern Pentathlon,0,0,0,0,1,1,0,0
1920,ITA,Rowing,0,2,3,5,6,6,0,24
1920,ITA,Shooting,0,0,0,0,10,10,0,0
1920,ITA,Tennis,0,0,0,0,4,3,1,0
1920,ITA,Tug of War,0,0,0,0,8,8,0,0
1920,ITA,Weightlifting,0,1,1,2,5,5,0,9
1920,ITA,Wrestling,0,0,1,1,8,8,0,6
1920,JPN,Aquatics,0,0,0,0,2,2,0,0
1920,JPN,Athletics,0,0,0,0,11,11,0,0
1920,JPN,Tennis,0,4,0,4,2,2,0,12
1920,LUX,Aquatics,0,0,0,0,2,2,0,0
1920,LUX,Athletics,0,0,0,0,6,6,0,0
1920,LUX,Cycling,0,0,0,0,1,1,0,0
1920,LUX,Football,0,0,0,0,11,11,0,0
1920,LUX,Weightlifting,0,1,0,1,3,3,0,3
1920,LUX,Wrestling,0,0,0,0,2,2,0,0
1920,MON,Athletics,0,0,0,0,2,2,0,0
1920,MON,Gymnastics,0,0,0,0,2,2,0,0
1920,NED,Aquatics,0,0,0,0,12,11,1,0
1920,NED,Archery,0,0,8,8,8,8,0,48
1920,NED,Athletics,1,0,0,1,11,11,0,2
1920,NED,Boxing,0,0,0,0,8,8,0,0
1920,NED,Cycling,6,0,2,8,10,10,0,24
1920,NED,Equestrian,0,0,0,0,1,1,0,0
1920,NED,Fencing,34,1,0,35,10,10,0,71
1920,NED,Football,14,0,0,14,14,14,0,28
1920,NED,Rowing,0,0,0,0,12,12,0,0
1920,NED,Sailing,0,2,6,8,8,8,0,42
1920,NED,Shooting,8,0,0,8,15,15,0,16
1920,NED,Tug of War,0,8,0,8,8,8,0,24
1920,NED,Weightlifting,0,0,0,0,5,5,0,0
1920,NED,Wrestling,0,0,0,0,9,9,0,0
1920,NOR,Aquatics,0,0,0,0,6,4,2,0
1920,NOR,Art Competitions (not a current category),0,1,0,1,1,1,0,3
1920,NOR,Athletics,0,0,1,1,16,16,0,6
1920,NOR,Boxing,0,1,0,1,14,14,0,3
1920,NOR,Cycling,0,0,0,0,4,4,0,0
1920,NOR,Equestrian,0,0,0,0,5,5,0,0
1920,NOR,Football,0,0,0,0,16,16,0,0
1920,NOR,Gymnastics,4,28,4,36,25,25,0,116
1920,NOR,Modern Pentathlon,0,0,0,0,2,2,0,0
1920,NOR,Rowing,17,0,0,17,13,13,0,34
1920,NOR,Sailing,3,12,46,61,59,59,0,318
1920,NOR,Shooting,19,83,60,162,16,16,0,647
1920,NOR,Skating,1,3,0,4,6,3,3,11
1920,NOR,Tennis,0,0,0,0,3,2,1,0
1920,NOR,Wrestling,1,0,0,1,7,7,0,2
1920,NZL,Aquatics,0,0,0,0,1,0,1,0
1920,NZL,Athletics,0,0,0,0,2,2,0,0
1920,NZL,Rowing,1,0,0,1,1,1,0,2
1920,POR,Fencing,0,0,0,0,8,8,0,0
1920,POR,Shooting,0,0,0,0,5,5,0,0
1920,RSA,Aquatics,0,0,0,0,1,0,1,0
1920,RSA,Athletics,2,5,3,10,13,13,0,37
1920,RSA,Boxing,0,0,2,2,7,7,0,12
1920,RSA,Cycling,6,8,4,18,5,5,0,60
1920,RSA,Shooting,5,20,10,35,7,7,0,130
1920,RSA,Tennis,1,0,4,5,5,5,0,26
1920,RSA,Wrestling,0,0,0,0,1,1,0,0
1920,SUI,Aquatics,0,0,0,0,9,9,0,0
1920,SUI,Athletics,0,0,0,0,13,13,0,0
1920,SUI,Boxing,0,0,0,0,1,1,0,0
1920,SUI,Fencing,0,0,0,0,8,8,0,0
1920,SUI,Ice Hockey,0,0,0,0,8,8,0,0
1920,SUI,Rowing,3,0,10,13,13,13,0,66
1920,SUI,Shooting,35,0,0,35,15,15,0,70
1920,SUI,Skating,0,0,0,0,1,1,0,0
1920,SUI,Tennis,0,0,0,0,3,3,0,0
1920,SUI,Weightlifting,1,1,0,2,2,2,0,5
1920,SUI,Wrestling,0,1,1,2,4,4,0,9
1920,SWE,Aquatics,31,18,10,59,34,26,8,176
1920,SWE,Athletics,36,6,1,43,64,64,0,96
1920,SWE,Cycling,0,4,6,10,4,4,0,48
1920,SWE,Equestrian,6,4,15,25,22,22,0,114
1920,SWE,Fencing,2,0,0,2,8,8,0,4
1920,SWE,Football,0,0,0,0,12,12,0,0
1920,SWE,Gymnastics,0,0,25,25,24,24,0,150
1920,SWE,Ice Hockey,0,0,0,0,11,11,0,0
1920,SWE,Modern Pentathlon,1,1,1,3,4,4,0,11
1920,SWE,Rowing,0,1,0,1,6,6,0,3
1920,SWE,Sailing,0,4,7,11,11,11,0,54
1920,SWE,Shooting,52,42,61,155,29,29,0,596
1920,SWE,Skating,0,1,3,4,4,2,2,21
1920,SWE,Tennis,3,4,0,7,8,5,3,18
1920,SWE,Weightlifting,3,0,0,3,5,5,0,6
1920,SWE,Wrestling,2,2,4,8,13,13,0,34
1920,TCH,Aquatics,0,0,0,0,11,11,0,0
1920,TCH,Athletics,0,0,0,0,16,16,0,0
1920,TCH,Cycling,0,0,0,0,4,4,0,0
1920,TCH,Fencing,1,0,0,1,9,9,0,2
1920,TCH,Football,1,0,0,1,14,14,0,2
1920,TCH,Gymnastics,0,0,0,0,16,16,0,0
1920,TCH,Ice Hockey,8,0,0,8,8,8,0,16
1920,TCH,Rowing,0,0,0,0,15,15,0,0
1920,TCH,Shooting,0,0,0,0,8,8,0,0
1920,TCH,Tennis,6,0,0,6,7,6,1,12
1920,TCH,Weightlifting,0,0,0,0,2,2,0,0
1920,TCH,Wrestling,0,0,0,0,10,10,0,0
1920,USA,Aquatics,20,23,35,78,42,29,13,319
1920,USA,Athletics,11,22,32,65,90,90,0,280
1920,USA,Boxing,1,0,3,4,16,16,0,20
1920,USA,Cycling,0,0,0,0,9,9,0,0
1920,USA,Equestrian,9,6,15,30,8,8,0,126
1920,USA,Fencing,12,0,2,14,17,17,0,36
1920,USA,Gymnastics,0,0,0,0,4,4,0,0
1920,USA,Ice Hockey,0,11,0,11,11,11,0,33
1920,USA,Modern Pentathlon,0,0,0,0,2,2,0,0
1920,USA,Polo,5,0,0,5,4,4,0,10
1920,USA,Rowing,0,6,13,19,15,15,0,96
1920,USA,Rugby,5,5,31,41,15,15,0,211
1920,USA,Shooting,48,51,206,305,29,29,0,1485
1920,USA,Skating,2,0,0,2,2,1,1,4
1920,USA,Tug of War,0,0,0,0,8,8,0,0
1920,USA,Wrestling,3,2,1,6,18,18,0,18
1920,YUG,Football,0,0,0,0,15,15,0,0
1924,ARG,Aquatics,0,0,0,0,4,4,0,0
1924,ARG,Athletics,0,1,0,1,10,10,0,3
1924,ARG,Boxing,2,2,0,4,10,10,0,10
1924,ARG,Cycling,0,0,0,0,5,5,0,0
1924,ARG,Fencing,0,0,0,0,13,13,0,0
1924,ARG,Polo,0,0,5,5,5,5,0,30
1924,ARG,Rowing,0,0,0,0,9,9,0,0
1924,ARG,Sailing,0,0,0,0,5,5,0,0
1924,ARG,Shooting,0,1,0,1,8,8,0,3
1924,ARG,Tennis,0,0,0,0,5,5,0,0
1924,ARG,Weightlifting,0,0,0,0,3,3,0,0
1924,AUS,Aquatics,11,15,3,29,6,6,0,85
1924,AUS,Art Competitions (not a current category),0,0,0,0,1,0,1,0
1924,AUS,Athletics,0,0,1,1,9,9,0,6
1924,AUS,Boxing,0,0,0,0,3,3,0,0
1924,AUS,Cycling,0,0,0,0,4,4,0,0
1924,AUS,Rowing,0,0,0,0,10,10,0,0
1924,AUS,Tennis,0,0,0,0,2,2,0,0
1924,AUS,Wrestling,0,0,0,0,1,1,0,0
1924,AUT,Aquatics,1,0,0,1,3,0,3,2
1924,AUT,Athletics,0,0,0,0,7,7,0,0
1924,AUT,Boxing,0,0,0,0,3,3,0,0
1924,AUT,Equestrian,0,0,0,0,2,2,0,0
1924,AUT,Fencing,0,0,0,0,5,5,0,0
1924,AUT,Shooting,0,0,0,0,6,6,0,0
1924,AUT,Weightlifting,1,3,0,4,15,15,0,11
1924,AUT,Wrestling,0,0,0,0,8,8,0,0
1924,BEL,Aquatics,4,22,0,26,17,16,1,74
